Country,Region,Year,Disease,New_Cases,Deaths,Prevalence_Rate,Incidence_Rate,Population
Brazil,Americas,2011,HIV/AIDS,149269,37503,0.92,76.09,196175000
Brazil,Americas,2011,Hepatitis B,105581,6903,1.82,53.82,196175000
Brazil,Americas,2011,Syphilis,191407,3366,0.71,97.57,196175000
Brazil,Americas,2011,HPV,278254,1920,4.98,141.84,196175000
Brazil,Americas,2012,HIV/AIDS,138808,32241,0.94,70.07,198100000
Brazil,Americas,2012,Hepatitis B,115829,6470,1.85,58.47,198100000
Brazil,Americas,2012,Syphilis,205885,3904,0.67,103.93,198100000
Brazil,Americas,2012,HPV,294336,2183,4.98,148.58,198100000
Brazil,Americas,2013,HIV/AIDS,139857,32074,0.93,69.92,200025000
Brazil,Americas,2013,Hepatitis B,119674,7878,1.72,59.83,200025000
Brazil,Americas,2013,Syphilis,181842,3947,0.73,90.91,200025000
Brazil,Americas,2013,HPV,325900,2327,5.32,162.93,200025000
Brazil,Americas,2014,HIV/AIDS,139910,36784,0.93,69.28,201949999
Brazil,Americas,2014,Hepatitis B,120382,8153,1.68,59.61,201949999
Brazil,Americas,2014,Syphilis,178119,3798,0.68,88.2,201949999
Brazil,Americas,2014,HPV,268795,2354,5.13,133.1,201949999
Brazil,Americas,2015,HIV/AIDS,125362,27907,0.98,61.49,203875000
Brazil,Americas,2015,Hepatitis B,122610,8321,1.64,60.14,203875000
Brazil,Americas,2015,Syphilis,213762,4048,0.64,104.85,203875000
Brazil,Americas,2015,HPV,304630,2395,5.23,149.42,203875000
Brazil,Americas,2016,HIV/AIDS,127369,35151,0.92,61.89,205800000
Brazil,Americas,2016,Hepatitis B,117450,7009,1.85,57.07,205800000
Brazil,Americas,2016,Syphilis,217592,3847,0.63,105.73,205800000
Brazil,Americas,2016,HPV,328580,2482,5.41,159.66,205800000
Brazil,Americas,2017,HIV/AIDS,132570,31016,0.97,63.82,207725000
Brazil,Americas,2017,Hepatitis B,110738,6152,1.85,53.31,207725000
Brazil,Americas,2017,Syphilis,210716,3631,0.63,101.44,207725000
Brazil,Americas,2017,HPV,312106,2613,4.92,150.25,207725000
Brazil,Americas,2018,HIV/AIDS,124049,31991,1.05,59.17,209650000
Brazil,Americas,2018,Hepatitis B,128662,7303,1.64,61.37,209650000
Brazil,Americas,2018,Syphilis,198307,3724,0.68,94.59,209650000
Brazil,Americas,2018,HPV,274431,2033,4.94,130.9,209650000
Brazil,Americas,2019,HIV/AIDS,131874,29388,0.93,62.33,211575000
Brazil,Americas,2019,Hepatitis B,122332,6999,1.71,57.82,211575000
Brazil,Americas,2019,Syphilis,208147,4011,0.7,98.38,211575000
Brazil,Americas,2019,HPV,310761,2502,5.43,146.88,211575000
Brazil,Americas,2020,HIV/AIDS,146332,30470,1.03,68.54,213500000
Brazil,Americas,2020,Hepatitis B,117318,8066,1.8,54.95,213500000
Brazil,Americas,2020,Syphilis,207201,4221,0.63,97.05,213500000
Brazil,Americas,2020,HPV,281457,2256,5.25,131.83,213500000
Brazil,Americas,2021,HIV/AIDS,139896,34873,1.04,64.94,215424999
Brazil,Americas,2021,Hepatitis B,122167,8083,1.81,56.71,215424999
Brazil,Americas,2021,Syphilis,228587,4648,0.63,106.11,215424999
Brazil,Americas,2021,HPV,288777,2413,5.34,134.05,215424999
Brazil,Americas,2022,HIV/AIDS,130149,29727,0.93,59.88,217350000
Brazil,Americas,2022,Hepatitis B,124628,6565,1.66,57.34,217350000
Brazil,Americas,2022,Syphilis,232151,4224,0.7,106.81,217350000
Brazil,Americas,2022,HPV,295204,2509,5.43,135.82,217350000
Brazil,Americas,2023,HIV/AIDS,134590,30355,0.95,61.38,219275000
Brazil,Americas,2023,Hepatitis B,107400,5560,1.81,48.98,219275000
Brazil,Americas,2023,Syphilis,193203,4384,0.7,88.11,219275000
Brazil,Americas,2023,HPV,327925,2612,5.03,149.55,219275000
Mexico,Americas,2000,HIV/AIDS,83684,20214,0.99,84.53,99000000
Mexico,Americas,2000,Hepatitis B,65518,4400,1.83,66.18,99000000
Mexico,Americas,2000,Syphilis,104910,2025,0.65,105.97,99000000
Mexico,Americas,2000,HPV,148767,1114,5.1,150.27,99000000
Mexico,Americas,2001,HIV/AIDS,78760,18881,1.06,78.69,100088999
Mexico,Americas,2001,Hepatitis B,72874,3804,1.67,72.81,100088999
Mexico,Americas,2001,Syphilis,94003,1746,0.65,93.92,100088999
Mexico,Americas,2001,HPV,178038,1295,4.98,177.88,100088999
Mexico,Americas,2002,HIV/AIDS,86001,21138,1.01,85.0,101178000
Mexico,Americas,2002,Hepatitis B,65229,3489,1.9,64.47,101178000
Mexico,Americas,2002,Syphilis,95845,2128,0.72,94.73,101178000
Mexico,Americas,2002,HPV,157493,1097,5.28,155.66,101178000
Mexico,Americas,2003,HIV/AIDS,78438,20112,0.94,76.7,102266999
Mexico,Americas,2003,Hepatitis B,64162,3348,1.87,62.74,102266999
Mexico,Americas,2003,Syphilis,106500,1867,0.74,104.14,102266999
Mexico,Americas,2003,HPV,146252,1294,4.86,143.01,102266999
Mexico,Americas,2004,HIV/AIDS,79470,18650,1.02,76.89,103356000
Mexico,Americas,2004,Hepatitis B,71842,4311,1.8,69.51,103356000
Mexico,Americas,2004,Syphilis,110714,2433,0.66,107.12,103356000
Mexico,Americas,2004,HPV,148212,1323,5.21,143.4,103356000
Mexico,Americas,2005,HIV/AIDS,87190,19439,1.04,83.48,104445000
Mexico,Americas,2005,Hepatitis B,66521,4016,1.77,63.69,104445000
Mexico,Americas,2005,Syphilis,100570,1894,0.68,96.29,104445000
Mexico,Americas,2005,HPV,156333,1119,5.11,149.68,104445000
Mexico,Americas,2006,HIV/AIDS,90748,19386,1.03,85.99,105534000
Mexico,Americas,2006,Hepatitis B,70792,3913,1.9,67.08,105534000
Mexico,Americas,2006,Syphilis,94948,1641,0.64,89.97,105534000
Mexico,Americas,2006,HPV,175851,1214,5.63,166.63,105534000
Mexico,Americas,2007,HIV/AIDS,88241,21763,0.95,82.76,106623000
Mexico,Americas,2007,Hepatitis B,71927,3682,1.76,67.46,106623000
Mexico,Americas,2007,Syphilis,106292,1971,0.75,99.69,106623000
Mexico,Americas,2007,HPV,156053,1269,4.91,146.36,106623000
Mexico,Americas,2008,HIV/AIDS,85221,22005,1.06,79.12,107712000
Mexico,Americas,2008,Hepatitis B,74159,4112,1.89,68.85,107712000
Mexico,Americas,2008,Syphilis,106796,2026,0.68,99.15,107712000
Mexico,Americas,2008,HPV,184230,1683,5.38,171.04,107712000
Mexico,Americas,2009,HIV/AIDS,81687,19529,1.02,75.08,108801000
Mexico,Americas,2009,Hepatitis B,62636,3789,1.73,57.57,108801000
Mexico,Americas,2009,Syphilis,96811,1717,0.75,88.98,108801000
Mexico,Americas,2009,HPV,158240,1112,5.45,145.44,108801000
Mexico,Americas,2010,HIV/AIDS,90120,18829,1.05,82.01,109889999
Mexico,Americas,2010,Hepatitis B,71538,4623,1.84,65.1,109889999
Mexico,Americas,2010,Syphilis,116010,2380,0.72,105.57,109889999
Mexico,Americas,2010,HPV,163780,1489,5.39,149.04,109889999
Mexico,Americas,2011,HIV/AIDS,84144,19813,1.04,75.82,110979000
Mexico,Americas,2011,Hepatitis B,72657,3915,1.95,65.47,110979000
Mexico,Americas,2011,Syphilis,102555,2039,0.7,92.41,110979000
Mexico,Americas,2011,HPV,174015,1352,4.85,156.8,110979000
Mexico,Americas,2012,HIV/AIDS,83714,21039,1.03,74.7,112068000
Mexico,Americas,2012,Hepatitis B,72283,4714,1.84,64.5,112068000
Mexico,Americas,2012,Syphilis,114074,2354,0.7,101.79,112068000
Mexico,Americas,2012,HPV,157332,1269,5.04,140.39,112068000
Mexico,Americas,2013,HIV/AIDS,88511,18632,1.04,78.22,113157000
Mexico,Americas,2013,Hepatitis B,70496,4526,1.72,62.3,113157000
Mexico,Americas,2013,Syphilis,120489,2475,0.71,106.48,113157000
Mexico,Americas,2013,HPV,167155,1483,5.18,147.72,113157000
Mexico,Americas,2014,HIV/AIDS,85444,19695,1.02,74.79,114245999
Mexico,Americas,2014,Hepatitis B,62458,3402,1.7,54.67,114245999
Mexico,Americas,2014,Syphilis,110738,2218,0.75,96.93,114245999
Mexico,Americas,2014,HPV,164114,1249,4.9,143.65,114245999
Mexico,Americas,2015,HIV/AIDS,86639,22493,1.0,75.12,115335000
Mexico,Americas,2015,Hepatitis B,73929,4580,1.69,64.1,115335000
Mexico,Americas,2015,Syphilis,126822,2194,0.69,109.96,115335000
Mexico,Americas,2015,HPV,191236,1540,5.55,165.81,115335000
Mexico,Americas,2016,HIV/AIDS,81555,21449,0.97,70.05,116424000
Mexico,Americas,2016,Hepatitis B,69435,4394,1.67,59.64,116424000
Mexico,Americas,2016,Syphilis,128171,2392,0.74,110.09,116424000
Mexico,Americas,2016,HPV,158872,1437,5.6,136.46,116424000
Mexico,Americas,2017,HIV/AIDS,80743,19160,1.04,68.71,117513000
Mexico,Americas,2017,Hepatitis B,68345,3604,1.69,58.16,117513000
Mexico,Americas,2017,Syphilis,111261,1988,0.74,94.68,117513000
Mexico,Americas,2017,HPV,166351,1217,5.27,141.56,117513000
Mexico,Americas,2018,HIV/AIDS,73853,17023,1.03,62.27,118602000
Mexico,Americas,2018,Hepatitis B,71564,3844,1.92,60.34,118602000
Mexico,Americas,2018,Syphilis,130343,2864,0.74,109.9,118602000
Mexico,Americas,2018,HPV,182836,1523,5.33,154.16,118602000
Mexico,Americas,2019,HIV/AIDS,82491,22518,0.94,68.92,119691000
Mexico,Americas,2019,Hepatitis B,71024,4104,1.89,59.34,119691000
Mexico,Americas,2019,Syphilis,108164,2167,0.7,90.37,119691000
Mexico,Americas,2019,HPV,176161,1303,5.09,147.18,119691000
Mexico,Americas,2020,HIV/AIDS,79159,21676,0.99,65.54,120780000
Mexico,Americas,2020,Hepatitis B,64810,3648,1.75,53.66,120780000
Mexico,Americas,2020,Syphilis,123618,2578,0.7,102.35,120780000
Mexico,Americas,2020,HPV,197040,1667,5.05,163.14,120780000
Mexico,Americas,2021,HIV/AIDS,70050,16629,0.98,57.48,121868999
Mexico,Americas,2021,Hepatitis B,62713,3964,1.84,51.46,121868999
Mexico,Americas,2021,Syphilis,130582,2693,0.7,107.15,121868999
Mexico,Americas,2021,HPV,176198,1240,4.84,144.58,121868999
Mexico,Americas,2022,HIV/AIDS,80193,16450,1.1,65.22,122958000
Mexico,Americas,2022,Hepatitis B,70762,4661,1.88,57.55,122958000
Mexico,Americas,2022,Syphilis,126609,2681,0.71,102.97,122958000
Mexico,Americas,2022,HPV,195257,1761,4.91,158.8,122958000
Mexico,Americas,2023,HIV/AIDS,69032,14463,1.07,55.65,124047000
Mexico,Americas,2023,Hepatitis B,65273,3852,1.66,52.62,124047000
Mexico,Americas,2023,Syphilis,122273,2409,0.66,98.57,124047000
Mexico,Americas,2023,HPV,178032,1592,5.45,143.52,124047000
Argentina,Americas,2000,HIV/AIDS,33888,7633,0.99,91.59,37000000
Argentina,Americas,2000,Hepatitis B,28023,1634,1.74,75.74,37000000
Argentina,Americas,2000,Syphilis,40130,781,0.78,108.46,37000000
Argentina,Americas,2000,HPV,64047,551,5.37,173.1,37000000
Argentina,Americas,2001,HIV/AIDS,29420,7302,0.99,78.65,37406999
Argentina,Americas,2001,Hepatitis B,24307,1393,1.92,64.98,37406999
Argentina,Americas,2001,Syphilis,40242,803,0.76,107.58,37406999
Argentina,Americas,2001,HPV,65922,526,5.21,176.23,37406999
Argentina,Americas,2002,HIV/AIDS,30561,8045,1.11,80.82,37814000
Argentina,Americas,2002,Hepatitis B,28175,1923,1.98,74.51,37814000
Argentina,Americas,2002,Syphilis,35405,723,0.77,93.63,37814000
Argentina,Americas,2002,HPV,61591,469,5.46,162.88,37814000
Argentina,Americas,2003,HIV/AIDS,31157,6540,1.01,81.52,38221000
Argentina,Americas,2003,Hepatitis B,25978,1619,1.98,67.97,38221000
Argentina,Americas,2003,Syphilis,38324,758,0.71,100.27,38221000
Argentina,Americas,2003,HPV,59074,429,5.69,154.56,38221000
Argentina,Americas,2004,HIV/AIDS,34135,8376,1.09,88.37,38628000
Argentina,Americas,2004,Hepatitis B,28152,1882,1.8,72.88,38628000
Argentina,Americas,2004,Syphilis,40601,852,0.76,105.11,38628000
Argentina,Americas,2004,HPV,68271,533,5.83,176.74,38628000
Argentina,Americas,2005,HIV/AIDS,34748,8221,1.09,89.02,39035000
Argentina,Americas,2005,Hepatitis B,28608,1750,1.83,73.29,39035000
Argentina,Americas,2005,Syphilis,35830,789,0.69,91.79,39035000
Argentina,Americas,2005,HPV,62452,461,5.31,159.99,39035000
Argentina,Americas,2006,HIV/AIDS,32385,8693,1.1,82.11,39442000
Argentina,Americas,2006,Hepatitis B,23795,1413,1.89,60.33,39442000
Argentina,Americas,2006,Syphilis,40708,789,0.72,103.21,39442000
Argentina,Americas,2006,HPV,63899,511,5.48,162.01,39442000
Argentina,Americas,2007,HIV/AIDS,32162,8287,1.1,80.71,39849000
Argentina,Americas,2007,Hepatitis B,25419,1686,1.96,63.79,39849000
Argentina,Americas,2007,Syphilis,37210,696,0.73,93.38,39849000
Argentina,Americas,2007,HPV,68058,572,5.18,170.79,39849000
Argentina,Americas,2008,HIV/AIDS,30538,8315,1.05,75.86,40256000
Argentina,Americas,2008,Hepatitis B,25723,1768,1.98,63.9,40256000
Argentina,Americas,2008,Syphilis,44108,966,0.68,109.57,40256000
Argentina,Americas,2008,HPV,58447,519,5.31,145.19,40256000
Argentina,Americas,2009,HIV/AIDS,33473,7763,1.05,82.32,40663000
Argentina,Americas,2009,Hepatitis B,28272,1680,1.93,69.53,40663000
Argentina,Americas,2009,Syphilis,44843,808,0.69,110.28,40663000
Argentina,Americas,2009,HPV,67504,499,5.81,166.01,40663000
Argentina,Americas,2010,HIV/AIDS,30289,8055,0.99,73.75,41069999
Argentina,Americas,2010,Hepatitis B,24958,1718,1.87,60.77,41069999
Argentina,Americas,2010,Syphilis,37398,750,0.73,91.06,41069999
Argentina,Americas,2010,HPV,70258,546,5.28,171.07,41069999
Argentina,Americas,2011,HIV/AIDS,29606,7712,1.09,71.38,41477000
Argentina,Americas,2011,Hepatitis B,24496,1643,1.83,59.06,41477000
Argentina,Americas,2011,Syphilis,37793,768,0.7,91.12,41477000
Argentina,Americas,2011,HPV,63833,504,5.21,153.9,41477000
Argentina,Americas,2012,HIV/AIDS,29578,7538,1.05,70.62,41884000
Argentina,Americas,2012,Hepatitis B,27094,1793,1.74,64.69,41884000
Argentina,Americas,2012,Syphilis,39886,764,0.75,95.23,41884000
Argentina,Americas,2012,HPV,70696,512,5.15,168.79,41884000
Argentina,Americas,2013,HIV/AIDS,31620,6963,0.97,74.77,42291000
Argentina,Americas,2013,Hepatitis B,28013,1469,1.97,66.24,42291000
Argentina,Americas,2013,Syphilis,47086,1046,0.76,111.34,42291000
Argentina,Americas,2013,HPV,69852,563,5.56,165.17,42291000
Argentina,Americas,2014,HIV/AIDS,32540,6873,1.12,76.21,42698000
Argentina,Americas,2014,Hepatitis B,25687,1746,1.74,60.16,42698000
Argentina,Americas,2014,Syphilis,43487,958,0.74,101.85,42698000
Argentina,Americas,2014,HPV,74516,649,5.11,174.52,42698000
Argentina,Americas,2015,HIV/AIDS,33975,8775,0.97,78.82,43105000
Argentina,Americas,2015,Hepatitis B,25957,1563,1.91,60.22,43105000
Argentina,Americas,2015,Syphilis,42229,747,0.68,97.97,43105000
Argentina,Americas,2015,HPV,61825,472,5.53,143.43,43105000
Argentina,Americas,2016,HIV/AIDS,29240,7410,1.08,67.2,43512000
Argentina,Americas,2016,Hepatitis B,27077,1568,2.0,62.23,43512000
Argentina,Americas,2016,Syphilis,48411,1037,0.67,111.26,43512000
Argentina,Americas,2016,HPV,75258,616,5.71,172.96,43512000
Argentina,Americas,2017,HIV/AIDS,31845,8054,1.02,72.51,43919000
Argentina,Americas,2017,Hepatitis B,28468,1704,2.01,64.82,43919000
Argentina,Americas,2017,Syphilis,41297,731,0.73,94.03,43919000
Argentina,Americas,2017,HPV,64560,552,5.26,147.0,43919000
Argentina,Americas,2018,HIV/AIDS,28683,5944,0.99,64.71,44326000
Argentina,Americas,2018,Hepatitis B,29104,1505,1.92,65.66,44326000
Argentina,Americas,2018,Syphilis,41466,775,0.73,93.55,44326000
Argentina,Americas,2018,HPV,70145,632,5.35,158.25,44326000
Argentina,Americas,2019,HIV/AIDS,29197,6069,1.08,65.27,44733000
Argentina,Americas,2019,Hepatitis B,29622,1904,2.01,66.22,44733000
Argentina,Americas,2019,Syphilis,46419,1015,0.69,103.77,44733000
Argentina,Americas,2019,HPV,72588,572,5.17,162.27,44733000
Argentina,Americas,2020,HIV/AIDS,30162,7638,1.1,66.82,45140000
Argentina,Americas,2020,Hepatitis B,27815,1553,1.91,61.62,45140000
Argentina,Americas,2020,Syphilis,46011,999,0.67,101.93,45140000
Argentina,Americas,2020,HPV,68346,504,5.35,151.41,45140000
Argentina,Americas,2021,HIV/AIDS,28289,6244,1.06,62.11,45546999
Argentina,Americas,2021,Hepatitis B,24431,1411,1.95,53.64,45546999
Argentina,Americas,2021,Syphilis,46644,1021,0.71,102.41,45546999
Argentina,Americas,2021,HPV,66958,606,5.63,147.01,45546999
Argentina,Americas,2022,HIV/AIDS,31032,8001,1.04,67.53,45954000
Argentina,Americas,2022,Hepatitis B,26763,1617,1.84,58.24,45954000
Argentina,Americas,2022,Syphilis,46537,906,0.68,101.27,45954000
Argentina,Americas,2022,HPV,64262,522,5.33,139.84,45954000
Argentina,Americas,2023,HIV/AIDS,32545,8095,0.97,70.2,46361000
Argentina,Americas,2023,Hepatitis B,26778,1485,1.72,57.76,46361000
Argentina,Americas,2023,Syphilis,44951,838,0.69,96.96,46361000
Argentina,Americas,2023,HPV,68795,467,5.43,148.39,46361000
India,South-East Asia,2000,HIV/AIDS,833870,203111,0.95,79.19,1053000000
India,South-East Asia,2000,Hepatitis B,1445031,79466,3.86,137.23,1053000000
India,South-East Asia,2000,Syphilis,699929,12353,0.58,66.47,1053000000
India,South-East Asia,2000,HPV,1612669,14764,5.09,153.15,1053000000
India,South-East Asia,2001,HIV/AIDS,922248,253657,1.03,86.63,1064582999
India,South-East Asia,2001,Hepatitis B,1371715,74994,4.12,128.85,1064582999
India,South-East Asia,2001,Syphilis,813022,15694,0.53,76.37,1064582999
India,South-East Asia,2001,HPV,1933602,17775,5.09,181.63,1064582999
India,South-East Asia,2002,HIV/AIDS,874277,239280,1.04,81.24,1076166000
India,South-East Asia,2002,Hepatitis B,1366730,83672,4.09,127.0,1076166000
India,South-East Asia,2002,Syphilis,838548,16938,0.51,77.92,1076166000
India,South-East Asia,2002,HPV,1846808,13245,5.36,171.61,1076166000
India,South-East Asia,2003,HIV/AIDS,846486,174784,1.07,77.82,1087749000
India,South-East Asia,2003,Hepatitis B,1586917,81146,4.13,145.89,1087749000
India,South-East Asia,2003,Syphilis,753701,13084,0.56,69.29,1087749000
India,South-East Asia,2003,HPV,1826548,14998,5.55,167.92,1087749000
India,South-East Asia,2004,HIV/AIDS,868362,214302,1.04,78.99,1099332000
India,South-East Asia,2004,Hepatitis B,1426163,95373,3.87,129.73,1099332000
India,South-East Asia,2004,Syphilis,854950,16183,0.54,77.77,1099332000
India,South-East Asia,2004,HPV,1640643,11200,5.18,149.24,1099332000
India,South-East Asia,2005,HIV/AIDS,987270,259327,0.97,88.87,1110915000
India,South-East Asia,2005,Hepatitis B,1417749,82979,3.69,127.62,1110915000
India,South-East Asia,2005,Syphilis,804080,18289,0.57,72.38,1110915000
India,South-East Asia,2005,HPV,1963208,17009,5.1,176.72,1110915000
India,South-East Asia,2006,HIV/AIDS,822229,198393,1.08,73.25,1122498000
India,South-East Asia,2006,Hepatitis B,1478217,75703,3.62,131.69,1122498000
India,South-East Asia,2006,Syphilis,800790,17444,0.58,71.34,1122498000
India,South-East Asia,2006,HPV,2013200,16550,5.05,179.35,1122498000
India,South-East Asia,2007,HIV/AIDS,841034,190975,1.02,74.16,1134081000
India,South-East Asia,2007,Hepatitis B,1464779,79537,3.87,129.16,1134081000
India,South-East Asia,2007,Syphilis,852828,15153,0.55,75.2,1134081000
India,South-East Asia,2007,HPV,2009931,17620,5.4,177.23,1134081000
India,South-East Asia,2008,HIV/AIDS,915041,233849,1.05,79.87,1145664000
India,South-East Asia,2008,Hepatitis B,1667513,93393,3.9,145.55,1145664000
India,South-East Asia,2008,Syphilis,794059,13815,0.55,69.31,1145664000
India,South-East Asia,2008,HPV,1744502,14160,5.02,152.27,1145664000
India,South-East Asia,2009,HIV/AIDS,817132,213224,1.03,70.61,1157247000
India,South-East Asia,2009,Hepatitis B,1653937,100693,3.71,142.92,1157247000
India,South-East Asia,2009,Syphilis,893394,18699,0.54,77.2,1157247000
India,South-East Asia,2009,HPV,1742235,12257,5.81,150.55,1157247000
India,South-East Asia,2010,HIV/AIDS,942310,208843,1.03,80.62,1168829999
India,South-East Asia,2010,Hepatitis B,1632387,106006,3.57,139.66,1168829999
India,South-East Asia,2010,Syphilis,910167,15907,0.51,77.87,1168829999
India,South-East Asia,2010,HPV,1972634,17624,5.22,168.77,1168829999
India,South-East Asia,2011,HIV/AIDS,925915,207460,1.04,78.44,1180413000
India,South-East Asia,2011,Hepatitis B,1623658,85482,4.1,137.55,1180413000
India,South-East Asia,2011,Syphilis,869964,16842,0.52,73.7,1180413000
India,South-East Asia,2011,HPV,1980496,16180,5.37,167.78,1180413000
India,South-East Asia,2012,HIV/AIDS,836900,186812,0.95,70.21,1191996000
India,South-East Asia,2012,Hepatitis B,1678330,97013,3.89,140.8,1191996000
India,South-East Asia,2012,Syphilis,973503,18032,0.5,81.67,1191996000
India,South-East Asia,2012,HPV,1780484,15124,5.81,149.37,1191996000
India,South-East Asia,2013,HIV/AIDS,890648,193511,0.93,74.0,1203579000
India,South-East Asia,2013,Hepatitis B,1605454,108588,3.75,133.39,1203579000
India,South-East Asia,2013,Syphilis,980676,21081,0.54,81.48,1203579000
India,South-East Asia,2013,HPV,2098921,17509,5.36,174.39,1203579000
India,South-East Asia,2014,HIV/AIDS,943087,252589,0.97,77.61,1215162000
India,South-East Asia,2014,Hepatitis B,1425385,92779,3.92,117.3,1215162000
India,South-East Asia,2014,Syphilis,962286,19923,0.54,79.19,1215162000
India,South-East Asia,2014,HPV,1767088,13160,5.15,145.42,1215162000
India,South-East Asia,2015,HIV/AIDS,878226,194616,1.0,71.59,1226745000
India,South-East Asia,2015,Hepatitis B,1695484,100081,3.75,138.21,1226745000
India,South-East Asia,2015,Syphilis,931835,19931,0.51,75.96,1226745000
India,South-East Asia,2015,HPV,1900718,17322,4.98,154.94,1226745000
India,South-East Asia,2016,HIV/AIDS,914133,243684,1.05,73.82,1238328000
India,South-East Asia,2016,Hepatitis B,1706292,105785,3.73,137.79,1238328000
India,South-East Asia,2016,Syphilis,985089,18058,0.52,79.55,1238328000
India,South-East Asia,2016,HPV,1769694,15350,5.53,142.91,1238328000
India,South-East Asia,2017,HIV/AIDS,898935,196667,0.98,71.92,1249911000
India,South-East Asia,2017,Hepatitis B,1553764,104946,3.86,124.31,1249911000
India,South-East Asia,2017,Syphilis,1053549,23285,0.58,84.29,1249911000
India,South-East Asia,2017,HPV,2138472,14785,5.37,171.09,1249911000
India,South-East Asia,2018,HIV/AIDS,768754,171088,0.99,60.94,1261494000
India,South-East Asia,2018,Hepatitis B,1458539,79515,4.1,115.62,1261494000
India,South-East Asia,2018,Syphilis,1084506,22607,0.56,85.97,1261494000
India,South-East Asia,2018,HPV,2026337,16922,5.25,160.63,1261494000
India,South-East Asia,2019,HIV/AIDS,782815,176704,1.08,61.49,1273077000
India,South-East Asia,2019,Hepatitis B,1489372,93556,3.96,116.99,1273077000
India,South-East Asia,2019,Syphilis,987271,17728,0.55,77.55,1273077000
India,South-East Asia,2019,HPV,2034886,15169,5.2,159.84,1273077000
India,South-East Asia,2020,HIV/AIDS,773236,176181,0.98,60.19,1284660000
India,South-East Asia,2020,Hepatitis B,1559063,84928,3.64,121.36,1284660000
India,South-East Asia,2020,Syphilis,1018863,21532,0.51,79.31,1284660000
India,South-East Asia,2020,HPV,2160669,19365,5.33,168.19,1284660000
India,South-East Asia,2021,HIV/AIDS,756357,193580,0.94,58.35,1296242999
India,South-East Asia,2021,Hepatitis B,1665672,86652,4.04,128.5,1296242999
India,South-East Asia,2021,Syphilis,1083399,20389,0.53,83.58,1296242999
India,South-East Asia,2021,HPV,1838331,12781,5.82,141.82,1296242999
India,South-East Asia,2022,HIV/AIDS,881474,226473,1.03,67.4,1307826000
India,South-East Asia,2022,Hepatitis B,1649822,89598,4.05,126.15,1307826000
India,South-East Asia,2022,Syphilis,921363,17619,0.55,70.45,1307826000
India,South-East Asia,2022,HPV,1825332,13865,5.12,139.57,1307826000
India,South-East Asia,2023,HIV/AIDS,740188,199816,0.94,56.1,1319409000
India,South-East Asia,2023,Hepatitis B,1513362,103451,4.12,114.7,1319409000
India,South-East Asia,2023,Syphilis,964487,19873,0.56,73.1,1319409000
India,South-East Asia,2023,HPV,2080048,15085,5.05,157.65,1319409000
Indonesia,South-East Asia,2000,HIV/AIDS,172398,47415,1.07,80.56,214000000
Indonesia,South-East Asia,2000,Hepatitis B,328490,22574,4.11,153.5,214000000
Indonesia,South-East Asia,2000,Syphilis,171114,3799,0.52,79.96,214000000
Indonesia,South-East Asia,2000,HPV,359391,2881,5.16,167.94,214000000
Indonesia,South-East Asia,2001,HIV/AIDS,207743,49731,1.01,96.02,216353999
Indonesia,South-East Asia,2001,Hepatitis B,295301,15488,3.69,136.49,216353999
Indonesia,South-East Asia,2001,Syphilis,175290,3130,0.6,81.02,216353999
Indonesia,South-East Asia,2001,HPV,355685,2441,5.33,164.4,216353999
Indonesia,South-East Asia,2002,HIV/AIDS,191631,48031,1.08,87.62,218708000
Indonesia,South-East Asia,2002,Hepatitis B,311287,16402,4.01,142.33,218708000
Indonesia,South-East Asia,2002,Syphilis,156594,3377,0.6,71.6,218708000
Indonesia,South-East Asia,2002,HPV,409990,3426,5.97,187.46,218708000
Indonesia,South-East Asia,2003,HIV/AIDS,206737,42228,1.04,93.52,221061999
Indonesia,South-East Asia,2003,Hepatitis B,289701,15271,3.72,131.05,221061999
Indonesia,South-East Asia,2003,Syphilis,166150,3612,0.58,75.16,221061999
Indonesia,South-East Asia,2003,HPV,385355,3312,5.28,174.32,221061999
Indonesia,South-East Asia,2004,HIV/AIDS,182776,40978,0.97,81.81,223416000
Indonesia,South-East Asia,2004,Hepatitis B,309453,20304,3.83,138.51,223416000
Indonesia,South-East Asia,2004,Syphilis,183871,3279,0.58,82.3,223416000
Indonesia,South-East Asia,2004,HPV,405924,2950,5.76,181.69,223416000
Indonesia,South-East Asia,2005,HIV/AIDS,194410,45809,1.05,86.11,225770000
Indonesia,South-East Asia,2005,Hepatitis B,295126,15582,3.98,130.72,225770000
Indonesia,South-East Asia,2005,Syphilis,163480,3715,0.53,72.41,225770000
Indonesia,South-East Asia,2005,HPV,364912,2763,5.47,161.63,225770000
Indonesia,South-East Asia,2006,HIV/AIDS,204148,55156,1.06,89.49,228124000
Indonesia,South-East Asia,2006,Hepatitis B,309267,18868,3.73,135.57,228124000
Indonesia,South-East Asia,2006,Syphilis,172735,3847,0.59,75.72,228124000
Indonesia,South-East Asia,2006,HPV,382974,3112,6.02,167.88,228124000
Indonesia,South-East Asia,2007,HIV/AIDS,177998,36789,1.05,77.23,230478000
Indonesia,South-East Asia,2007,Hepatitis B,345786,19556,3.72,150.03,230478000
Indonesia,South-East Asia,2007,Syphilis,183714,3210,0.52,79.71,230478000
Indonesia,South-East Asia,2007,HPV,404212,3211,5.22,175.38,230478000
Indonesia,South-East Asia,2008,HIV/AIDS,180211,39212,1.0,77.4,232832000
